"race","income","icon","gender","familyType","education"
"white","inc100125",5,"woman","couple","grad"
"white","inc100125",6,"man","couple","HS"
"white","inc100125",7,"woman","couple","HS"
"white","inc100125",1,"man","couple","noHS"
"white","inc100125",2,"woman","couple","noHS"
"white","inc100125",10,"man","couple","someCollege"
"white","inc100125",10,"woman","couple","someCollege"
"black","inc125150",0,"man","couple","BA"
"black","inc125150",0,"woman","couple","BA"
"black","inc125150",0,"man","couple","grad"
"black","inc125150",1,"woman","couple","grad"
"black","inc125150",1,"man","couple","HS"
"black","inc125150",0,"woman","couple","HS"
"black","inc125150",0,"man","couple","noHS"
"black","inc125150",0,"woman","couple","noHS"
"black","inc125150",1,"man","couple","someCollege"
"black","inc125150",1,"woman","couple","someCollege"
"latino","inc125150",0,"man","couple","BA"
"latino","inc125150",1,"woman","couple","BA"
"latino","inc125150",0,"man","couple","grad"
"latino","inc125150",0,"woman","couple","grad"
"latino","inc125150",1,"man","couple","HS"
"latino","inc125150",0,"woman","couple","HS"
"latino","inc125150",0,"man","couple","noHS"
"latino","inc125150",0,"woman","couple","noHS"
"latino","inc125150",1,"man","couple","someCollege"
"latino","inc125150",1,"woman","couple","someCollege"
"other","inc125150",1,"man","couple","BA"
"other","inc125150",1,"woman","couple","BA"
"other","inc125150",1,"man","couple","grad"
"other","inc125150",0,"woman","couple","grad"
"other","inc125150",0,"man","couple","HS"
"other","inc125150",1,"woman","couple","HS"
"other","inc125150",0,"man","couple","noHS"
"other","inc125150",0,"woman","couple","noHS"
"other","inc125150",0,"man","couple","someCollege"
"other","inc125150",0,"woman","couple","someCollege"
"white","inc125150",7,"man","couple","BA"
"white","inc125150",6,"woman","couple","BA"
"white","inc125150",4,"man","couple","grad"
"white","inc125150",4,"woman","couple","grad"
"white","inc125150",3,"man","couple","HS"
"white","inc125150",4,"woman","couple","HS"
"white","inc125150",1,"man","couple","noHS"
"white","inc125150",0,"woman","couple","noHS"
"white","inc125150",4,"man","couple","someCollege"
"white","inc125150",5,"woman","couple","someCollege"
"black","inc2040",0,"man","couple","BA"
"black","inc2040",0,"woman","couple","BA"
"black","inc2040",0,"man","couple","grad"
"black","inc2040",0,"woman","couple","grad"
"black","inc2040",3,"man","couple","HS"
"black","inc2040",2,"woman","couple","HS"
"black","inc2040",1,"man","couple","noHS"
"black","inc2040",1,"woman","couple","noHS"
"black","inc2040",1,"man","couple","someCollege"
"black","inc2040",2,"woman","couple","someCollege"
"latino","inc2040",1,"man","couple","BA"
"latino","inc2040",0,"woman","couple","BA"
"latino","inc2040",0,"man","couple","grad"
"latino","inc2040",0,"woman","couple","grad"
"latino","inc2040",3,"man","couple","HS"
"latino","inc2040",4,"woman","couple","HS"
"latino","inc2040",6,"man","couple","noHS"
"latino","inc2040",5,"woman","couple","noHS"
"latino","inc2040",1,"man","couple","someCollege"
"latino","inc2040",2,"woman","couple","someCollege"
"other","inc2040",0,"man","couple","BA"
"other","inc2040",1,"woman","couple","BA"
"other","inc2040",1,"man","couple","grad"
"other","inc2040",0,"woman","couple","grad"
"other","inc2040",0,"man","couple","HS"
"other","inc2040",1,"woman","couple","HS"
"other","inc2040",1,"man","couple","noHS"
"other","inc2040",1,"woman","couple","noHS"
"other","inc2040",1,"man","couple","someCollege"
"other","inc2040",0,"woman","couple","someCollege"
"white","inc2040",4,"man","couple","BA"
"white","inc2040",3,"woman","couple","BA"
"white","inc2040",1,"man","couple","grad"
"white","inc2040",2,"woman","couple","grad"
"white","inc2040",14,"man","couple","HS"
"white","inc2040",15,"woman","couple","HS"
"white","inc2040",6,"man","couple","noHS"
"white","inc2040",4,"woman","couple","noHS"
"white","inc2040",8,"man","couple","someCollege"
"white","inc2040",9,"woman","couple","someCollege"
"black","inc4060",1,"man","couple","BA"
"black","inc4060",1,"woman","couple","BA"
"black","inc4060",0,"man","couple","grad"
"black","inc4060",0,"woman","couple","grad"
"black","inc4060",1,"man","couple","HS"
"black","inc4060",2,"woman","couple","HS"
"black","inc4060",1,"man","couple","noHS"
"black","inc4060",0,"woman","couple","noHS"
"black","inc4060",2,"man","couple","someCollege"
"black","inc4060",2,"woman","couple","someCollege"
"latino","inc4060",0,"man","couple","BA"
"latino","inc4060",1,"woman","couple","BA"
"latino","inc4060",1,"man","couple","grad"
"latino","inc4060",0,"woman","couple","grad"
"latino","inc4060",3,"man","couple","HS"
"latino","inc4060",3,"woman","couple","HS"
"latino","inc4060",3,"man","couple","noHS"
"latino","inc4060",3,"woman","couple","noHS"
"latino","inc4060",2,"man","couple","someCollege"
"latino","inc4060",2,"woman","couple","someCollege"
"other","inc4060",1,"man","couple","BA"
"other","inc4060",1,"woman","couple","BA"
"other","inc4060",0,"man","couple","grad"
"other","inc4060",0,"woman","couple","grad"
"other","inc4060",1,"man","couple","HS"
"other","inc4060",1,"woman","couple","HS"
"other","inc4060",1,"man","couple","noHS"
"other","inc4060",1,"woman","couple","noHS"
"other","inc4060",0,"man","couple","someCollege"
"other","inc4060",0,"woman","couple","someCollege"
"white","inc4060",5,"man","couple","BA"
"white","inc4060",5,"woman","couple","BA"
"white","inc4060",3,"man","couple","grad"
"white","inc4060",2,"woman","couple","grad"
"white","inc4060",16,"man","couple","HS"
"white","inc4060",14,"woman","couple","HS"
"white","inc4060",2,"man","couple","noHS"
"white","inc4060",3,"woman","couple","noHS"
"white","inc4060",10,"man","couple","someCollege"
"white","inc4060",12,"woman","couple","someCollege"
"black","inc6080",0,"man","couple","BA"
"black","inc6080",0,"woman","couple","BA"
"black","inc6080",0,"man","couple","grad"
"black","inc6080",0,"woman","couple","grad"
"black","inc6080",3,"man","couple","HS"
"black","inc6080",2,"woman","couple","HS"
"black","inc6080",0,"man","couple","noHS"
"black","inc6080",1,"woman","couple","noHS"
"black","inc6080",1,"man","couple","someCollege"
"black","inc6080",1,"woman","couple","someCollege"
"latino","inc6080",1,"man","couple","BA"
"latino","inc6080",1,"woman","couple","BA"
"latino","inc6080",0,"man","couple","grad"
"latino","inc6080",0,"woman","couple","grad"
"latino","inc6080",3,"man","couple","HS"
"latino","inc6080",3,"woman","couple","HS"
"latino","inc6080",2,"man","couple","noHS"
"latino","inc6080",2,"woman","couple","noHS"
"latino","inc6080",2,"man","couple","someCollege"
"latino","inc6080",2,"woman","couple","someCollege"
"other","inc6080",1,"man","couple","BA"
"other","inc6080",0,"woman","couple","BA"
"other","inc6080",0,"man","couple","grad"
"other","inc6080",1,"woman","couple","grad"
"other","inc6080",1,"man","couple","HS"
"other","inc6080",1,"woman","couple","HS"
"other","inc6080",0,"man","couple","noHS"
"other","inc6080",0,"woman","couple","noHS"
"other","inc6080",1,"man","couple","someCollege"
"other","inc6080",1,"woman","couple","someCollege"
"white","inc6080",7,"man","couple","BA"
"white","inc6080",9,"woman","couple","BA"
"white","inc6080",4,"man","couple","grad"
"white","inc6080",3,"woman","couple","grad"
"white","inc6080",12,"man","couple","HS"
"white","inc6080",10,"woman","couple","HS"
"white","inc6080",2,"man","couple","noHS"
"white","inc6080",1,"woman","couple","noHS"
"white","inc6080",11,"man","couple","someCollege"
"white","inc6080",13,"woman","couple","someCollege"
"black","inc80100",1,"man","couple","BA"
"black","inc80100",0,"woman","couple","BA"
"black","inc80100",1,"man","couple","grad"
"black","inc80100",1,"woman","couple","grad"
"black","inc80100",0,"man","couple","HS"
"black","inc80100",1,"woman","couple","HS"
"black","inc80100",0,"man","couple","noHS"
"black","inc80100",0,"woman","couple","noHS"
"black","inc80100",1,"man","couple","someCollege"
"black","inc80100",1,"woman","couple","someCollege"
"latino","inc80100",1,"man","couple","BA"
"latino","inc80100",1,"woman","couple","BA"
"latino","inc80100",0,"man","couple","grad"
"latino","inc80100",1,"woman","couple","grad"
"latino","inc80100",1,"man","couple","HS"
"latino","inc80100",1,"woman","couple","HS"
"latino","inc80100",1,"man","couple","noHS"
"latino","inc80100",0,"woman","couple","noHS"
"latino","inc80100",1,"man","couple","someCollege"
"latino","inc80100",1,"woman","couple","someCollege"
"other","inc80100",1,"man","couple","BA"
"other","inc80100",1,"woman","couple","BA"
"other","inc80100",0,"man","couple","grad"
"other","inc80100",1,"woman","couple","grad"
"other","inc80100",1,"man","couple","HS"
"other","inc80100",0,"woman","couple","HS"
"other","inc80100",0,"man","couple","noHS"
"other","inc80100",0,"woman","couple","noHS"
"other","inc80100",1,"man","couple","someCollege"
"other","inc80100",1,"woman","couple","someCollege"
"white","inc80100",7,"man","couple","BA"
"white","inc80100",8,"woman","couple","BA"
"white","inc80100",3,"man","couple","grad"
"white","inc80100",3,"woman","couple","grad"
"white","inc80100",11,"man","couple","HS"
"white","inc80100",8,"woman","couple","HS"
"white","inc80100",1,"man","couple","noHS"
"white","inc80100",2,"woman","couple","noHS"
"white","inc80100",10,"man","couple","someCollege"
"white","inc80100",11,"woman","couple","someCollege"
"white","inc150175",0,"man","single","noHS"
"black","inc150175",0,"man","single","noHS"
"latino","inc150175",0,"man","single","noHS"
"other","inc150175",0,"man","single","noHS"
"white","inc150175",0,"woman","single","noHS"
"black","inc150175",0,"woman","single","noHS"
"latino","inc150175",0,"woman","single","noHS"
"other","inc150175",0,"woman","single","noHS"
"white","inc150175",0,"man","singlewithDependent","noHS"
"black","inc150175",0,"man","singlewithDependent","noHS"
"latino","inc150175",0,"man","singlewithDependent","noHS"
"other","inc150175",1,"man","singlewithDependent","noHS"
"white","inc150175",0,"woman","singlewithDependent","noHS"
"black","inc150175",0,"woman","singlewithDependent","noHS"
"latino","inc150175",0,"woman","singlewithDependent","noHS"
"other","inc150175",0,"woman","singlewithDependent","noHS"
"white","inc150175",0,"man","Couple","noHS"
"black","inc150175",0,"man","Couple","noHS"
"latino","inc150175",0,"man","Couple","noHS"
"other","inc150175",0,"man","Couple","noHS"
"white","inc150175",0,"woman","Couple","noHS"
"black","inc150175",0,"woman","Couple","noHS"
"latino","inc150175",0,"woman","Couple","noHS"
"other","inc150175",0,"woman","Couple","noHS"
"white","inc150175",1,"man","single","HS"
"black","inc150175",0,"man","single","HS"
"latino","inc150175",0,"man","single","HS"
"other","inc150175",0,"man","single","HS"
"white","inc150175",0,"woman","single","HS"
"black","inc150175",0,"woman","single","HS"
"latino","inc150175",0,"woman","single","HS"
"other","inc150175",0,"woman","single","HS"
"white","inc150175",0,"man","singlewithDependent","HS"
"black","inc150175",0,"man","singlewithDependent","HS"
"latino","inc150175",0,"man","singlewithDependent","HS"
"other","inc150175",0,"man","singlewithDependent","HS"
"white","inc150175",0,"woman","singlewithDependent","HS"
"black","inc150175",0,"woman","singlewithDependent","HS"
"latino","inc150175",0,"woman","singlewithDependent","HS"
"other","inc150175",0,"woman","singlewithDependent","HS"
"white","inc150175",3,"man","Couple","HS"
"black","inc150175",0,"man","Couple","HS"
"latino","inc150175",0,"man","Couple","HS"
"other","inc150175",0,"man","Couple","HS"
"white","inc150175",2,"woman","Couple","HS"
"black","inc150175",0,"woman","Couple","HS"
"latino","inc150175",0,"woman","Couple","HS"
"other","inc150175",0,"woman","Couple","HS"
"white","inc150175",0,"man","single","someCollege"
"black","inc150175",0,"man","single","someCollege"
"latino","inc150175",0,"man","single","someCollege"
"other","inc150175",0,"man","single","someCollege"
"white","inc150175",0,"woman","single","someCollege"
"black","inc150175",0,"woman","single","someCollege"
"latino","inc150175",0,"woman","single","someCollege"
"other","inc150175",0,"woman","single","someCollege"
"white","inc150175",0,"man","singlewithDependent","someCollege"
"black","inc150175",0,"man","singlewithDependent","someCollege"
"latino","inc150175",0,"man","singlewithDependent","someCollege"
"other","inc150175",0,"man","singlewithDependent","someCollege"
"white","inc150175",1,"woman","singlewithDependent","someCollege"
"black","inc150175",0,"woman","singlewithDependent","someCollege"
"latino","inc150175",0,"woman","singlewithDependent","someCollege"
"other","inc150175",0,"woman","singlewithDependent","someCollege"
"white","inc150175",1,"man","Couple","someCollege"
"black","inc150175",0,"man","Couple","someCollege"
"latino","inc150175",0,"man","Couple","someCollege"
"other","inc150175",1,"man","Couple","someCollege"
"white","inc150175",6,"woman","Couple","someCollege"
"black","inc150175",0,"woman","Couple","someCollege"
"latino","inc150175",0,"woman","Couple","someCollege"
"other","inc150175",1,"woman","Couple","someCollege"
"white","inc150175",1,"man","single","BA"
"black","inc150175",0,"man","single","BA"
"latino","inc150175",0,"man","single","BA"
"other","inc150175",0,"man","single","BA"
"white","inc150175",0,"woman","single","BA"
"black","inc150175",0,"woman","single","BA"
"latino","inc150175",0,"woman","single","BA"
"other","inc150175",0,"woman","single","BA"
"white","inc150175",0,"man","singlewithDependent","BA"
"black","inc150175",0,"man","singlewithDependent","BA"
"latino","inc150175",0,"man","singlewithDependent","BA"
"other","inc150175",0,"man","singlewithDependent","BA"
"white","inc150175",0,"woman","singlewithDependent","BA"
"black","inc150175",0,"woman","singlewithDependent","BA"
"latino","inc150175",0,"woman","singlewithDependent","BA"
"other","inc150175",0,"woman","singlewithDependent","BA"
"white","inc150175",5,"man","Couple","BA"
"black","inc150175",1,"man","Couple","BA"
"latino","inc150175",0,"man","Couple","BA"
"other","inc150175",0,"man","Couple","BA"
"white","inc150175",3,"woman","Couple","BA"
"black","inc150175",1,"woman","Couple","BA"
"latino","inc150175",0,"woman","Couple","BA"
"other","inc150175",0,"woman","Couple","BA"
"white","inc150175",0,"man","single","grad"
"black","inc150175",0,"man","single","grad"
"latino","inc150175",0,"man","single","grad"
"other","inc150175",0,"man","single","grad"
"white","inc150175",0,"woman","single","grad"
"black","inc150175",0,"woman","single","grad"
"latino","inc150175",0,"woman","single","grad"
"other","inc150175",0,"woman","single","grad"
"white","inc150175",0,"man","singlewithDependent","grad"
"black","inc150175",0,"man","singlewithDependent","grad"
"latino","inc150175",0,"man","singlewithDependent","grad"
"other","inc150175",0,"man","singlewithDependent","grad"
"white","inc150175",0,"woman","singlewithDependent","grad"
"black","inc150175",0,"woman","singlewithDependent","grad"
"latino","inc150175",0,"woman","singlewithDependent","grad"
"other","inc150175",0,"woman","singlewithDependent","grad"
"white","inc150175",1,"man","Couple","grad"
"black","inc150175",1,"man","Couple","grad"
"latino","inc150175",0,"man","Couple","grad"
"other","inc150175",1,"man","Couple","grad"
"white","inc150175",0,"woman","Couple","grad"
"black","inc150175",1,"woman","Couple","grad"
"latino","inc150175",0,"woman","Couple","grad"
"other","inc150175",1,"woman","Couple","grad"
"white","inc175200",0,"man","single","noHS"
"black","inc175200",0,"man","single","noHS"
"latino","inc175200",0,"man","single","noHS"
"other","inc175200",0,"man","single","noHS"
"white","inc175200",0,"woman","single","noHS"
"black","inc175200",0,"woman","single","noHS"
"latino","inc175200",0,"woman","single","noHS"
"other","inc175200",0,"woman","single","noHS"
"white","inc175200",0,"man","singlewithDependent","noHS"
"black","inc175200",0,"man","singlewithDependent","noHS"
"latino","inc175200",0,"man","singlewithDependent","noHS"
"other","inc175200",0,"man","singlewithDependent","noHS"
"white","inc175200",0,"woman","singlewithDependent","noHS"
"black","inc175200",0,"woman","singlewithDependent","noHS"
"latino","inc175200",0,"woman","singlewithDependent","noHS"
"other","inc175200",0,"woman","singlewithDependent","noHS"
"white","inc175200",0,"man","Couple","noHS"
"black","inc175200",0,"man","Couple","noHS"
"latino","inc175200",0,"man","Couple","noHS"
"other","inc175200",0,"man","Couple","noHS"
"white","inc175200",0,"woman","Couple","noHS"
"black","inc175200",0,"woman","Couple","noHS"
"latino","inc175200",0,"woman","Couple","noHS"
"other","inc175200",0,"woman","Couple","noHS"
"white","inc175200",0,"man","single","HS"
"black","inc175200",0,"man","single","HS"
"latino","inc175200",0,"man","single","HS"
"other","inc175200",0,"man","single","HS"
"white","inc175200",0,"woman","single","HS"
"black","inc175200",0,"woman","single","HS"
"latino","inc175200",0,"woman","single","HS"
"other","inc175200",0,"woman","single","HS"
"white","inc175200",0,"man","singlewithDependent","HS"
"black","inc175200",0,"man","singlewithDependent","HS"
"latino","inc175200",0,"man","singlewithDependent","HS"
"other","inc175200",0,"man","singlewithDependent","HS"
"white","inc175200",0,"woman","singlewithDependent","HS"
"black","inc175200",0,"woman","singlewithDependent","HS"
"latino","inc175200",0,"woman","singlewithDependent","HS"
"other","inc175200",0,"woman","singlewithDependent","HS"
"white","inc175200",0,"man","Couple","HS"
"black","inc175200",0,"man","Couple","HS"
"latino","inc175200",0,"man","Couple","HS"
"other","inc175200",0,"man","Couple","HS"
"white","inc175200",2,"woman","Couple","HS"
"black","inc175200",0,"woman","Couple","HS"
"latino","inc175200",0,"woman","Couple","HS"
"other","inc175200",0,"woman","Couple","HS"
"white","inc175200",0,"man","single","someCollege"
"black","inc175200",0,"man","single","someCollege"
"latino","inc175200",0,"man","single","someCollege"
"other","inc175200",0,"man","single","someCollege"
"white","inc175200",1,"woman","single","someCollege"
"black","inc175200",0,"woman","single","someCollege"
"latino","inc175200",0,"woman","single","someCollege"
"other","inc175200",0,"woman","single","someCollege"
"white","inc175200",0,"man","singlewithDependent","someCollege"
"black","inc175200",0,"man","singlewithDependent","someCollege"
"latino","inc175200",0,"man","singlewithDependent","someCollege"
"other","inc175200",0,"man","singlewithDependent","someCollege"
"white","inc175200",0,"woman","singlewithDependent","someCollege"
"black","inc175200",0,"woman","singlewithDependent","someCollege"
"latino","inc175200",0,"woman","singlewithDependent","someCollege"
"other","inc175200",0,"woman","singlewithDependent","someCollege"
"white","inc175200",2,"man","Couple","someCollege"
"black","inc175200",0,"man","Couple","someCollege"
"latino","inc175200",0,"man","Couple","someCollege"
"other","inc175200",0,"man","Couple","someCollege"
"white","inc175200",3,"woman","Couple","someCollege"
"black","inc175200",0,"woman","Couple","someCollege"
"latino","inc175200",0,"woman","Couple","someCollege"
"other","inc175200",0,"woman","Couple","someCollege"
"white","inc175200",0,"man","single","BA"
"black","inc175200",0,"man","single","BA"
"latino","inc175200",0,"man","single","BA"
"other","inc175200",0,"man","single","BA"
"white","inc175200",0,"woman","single","BA"
"black","inc175200",0,"woman","single","BA"
"latino","inc175200",0,"woman","single","BA"
"other","inc175200",0,"woman","single","BA"
"white","inc175200",0,"man","singlewithDependent","BA"
"black","inc175200",0,"man","singlewithDependent","BA"
"latino","inc175200",0,"man","singlewithDependent","BA"
"other","inc175200",0,"man","singlewithDependent","BA"
"white","inc175200",0,"woman","singlewithDependent","BA"
"black","inc175200",0,"woman","singlewithDependent","BA"
"latino","inc175200",0,"woman","singlewithDependent","BA"
"other","inc175200",0,"woman","singlewithDependent","BA"
"white","inc175200",4,"man","Couple","BA"
"black","inc175200",0,"man","Couple","BA"
"latino","inc175200",0,"man","Couple","BA"
"other","inc175200",0,"man","Couple","BA"
"white","inc175200",3,"woman","Couple","BA"
"black","inc175200",0,"woman","Couple","BA"
"latino","inc175200",0,"woman","Couple","BA"
"other","inc175200",1,"woman","Couple","BA"
"white","inc175200",0,"man","single","grad"
"black","inc175200",0,"man","single","grad"
"latino","inc175200",0,"man","single","grad"
"other","inc175200",0,"man","single","grad"
"white","inc175200",0,"woman","single","grad"
"black","inc175200",0,"woman","single","grad"
"latino","inc175200",0,"woman","single","grad"
"other","inc175200",0,"woman","single","grad"
"white","inc175200",0,"man","singlewithDependent","grad"
"black","inc175200",0,"man","singlewithDependent","grad"
"latino","inc175200",0,"man","singlewithDependent","grad"
"other","inc175200",0,"man","singlewithDependent","grad"
"white","inc175200",0,"woman","singlewithDependent","grad"
"black","inc175200",0,"woman","singlewithDependent","grad"
"latino","inc175200",0,"woman","singlewithDependent","grad"
"other","inc175200",0,"woman","singlewithDependent","grad"
"white","inc175200",3,"man","Couple","grad"
"black","inc175200",0,"man","Couple","grad"
"latino","inc175200",1,"man","Couple","grad"
"other","inc175200",2,"man","Couple","grad"
"white","inc175200",1,"woman","Couple","grad"
"black","inc175200",0,"woman","Couple","grad"
"latino","inc175200",1,"woman","Couple","grad"
"other","inc175200",1,"woman","Couple","grad"
"white","inc200225",0,"man","single","noHS"
"black","inc200225",0,"man","single","noHS"
"latino","inc200225",0,"man","single","noHS"
"other","inc200225",0,"man","single","noHS"
"white","inc200225",0,"woman","single","noHS"
"black","inc200225",0,"woman","single","noHS"
"latino","inc200225",0,"woman","single","noHS"
"other","inc200225",0,"woman","single","noHS"
"white","inc200225",0,"man","singlewithDependent","noHS"
"black","inc200225",0,"man","singlewithDependent","noHS"
"latino","inc200225",0,"man","singlewithDependent","noHS"
"other","inc200225",0,"man","singlewithDependent","noHS"
"white","inc200225",0,"woman","singlewithDependent","noHS"
"black","inc200225",0,"woman","singlewithDependent","noHS"
"latino","inc200225",0,"woman","singlewithDependent","noHS"
"other","inc200225",0,"woman","singlewithDependent","noHS"
"white","inc200225",0,"man","Couple","noHS"
"black","inc200225",0,"man","Couple","noHS"
"latino","inc200225",0,"man","Couple","noHS"
"other","inc200225",0,"man","Couple","noHS"
"white","inc200225",0,"woman","Couple","noHS"
"black","inc200225",0,"woman","Couple","noHS"
"latino","inc200225",0,"woman","Couple","noHS"
"other","inc200225",0,"woman","Couple","noHS"
"white","inc200225",0,"man","single","HS"
"black","inc200225",0,"man","single","HS"
"latino","inc200225",0,"man","single","HS"
"other","inc200225",0,"man","single","HS"
"white","inc200225",0,"woman","single","HS"
"black","inc200225",0,"woman","single","HS"
"latino","inc200225",0,"woman","single","HS"
"other","inc200225",0,"woman","single","HS"
"white","inc200225",0,"man","singlewithDependent","HS"
"black","inc200225",0,"man","singlewithDependent","HS"
"latino","inc200225",0,"man","singlewithDependent","HS"
"other","inc200225",0,"man","singlewithDependent","HS"
"white","inc200225",0,"woman","singlewithDependent","HS"
"black","inc200225",0,"woman","singlewithDependent","HS"
"latino","inc200225",0,"woman","singlewithDependent","HS"
"other","inc200225",0,"woman","singlewithDependent","HS"
"white","inc200225",1,"man","Couple","HS"
"black","inc200225",0,"man","Couple","HS"
"latino","inc200225",0,"man","Couple","HS"
"other","inc200225",0,"man","Couple","HS"
"white","inc200225",1,"woman","Couple","HS"
"black","inc200225",0,"woman","Couple","HS"
"latino","inc200225",0,"woman","Couple","HS"
"other","inc200225",0,"woman","Couple","HS"
"white","inc200225",0,"man","single","someCollege"
"black","inc200225",0,"man","single","someCollege"
"latino","inc200225",0,"man","single","someCollege"
"other","inc200225",0,"man","single","someCollege"
"white","inc200225",0,"woman","single","someCollege"
"black","inc200225",0,"woman","single","someCollege"
"latino","inc200225",0,"woman","single","someCollege"
"other","inc200225",0,"woman","single","someCollege"
"white","inc200225",0,"man","singlewithDependent","someCollege"
"black","inc200225",0,"man","singlewithDependent","someCollege"
"latino","inc200225",0,"man","singlewithDependent","someCollege"
"other","inc200225",0,"man","singlewithDependent","someCollege"
"white","inc200225",0,"woman","singlewithDependent","someCollege"
"black","inc200225",0,"woman","singlewithDependent","someCollege"
"latino","inc200225",0,"woman","singlewithDependent","someCollege"
"other","inc200225",0,"woman","singlewithDependent","someCollege"
"white","inc200225",3,"man","Couple","someCollege"
"black","inc200225",0,"man","Couple","someCollege"
"latino","inc200225",0,"man","Couple","someCollege"
"other","inc200225",0,"man","Couple","someCollege"
"white","inc200225",2,"woman","Couple","someCollege"
"black","inc200225",0,"woman","Couple","someCollege"
"latino","inc200225",0,"woman","Couple","someCollege"
"other","inc200225",0,"woman","Couple","someCollege"
"white","inc200225",0,"man","single","BA"
"black","inc200225",0,"man","single","BA"
"latino","inc200225",0,"man","single","BA"
"other","inc200225",0,"man","single","BA"
"white","inc200225",0,"woman","single","BA"
"black","inc200225",0,"woman","single","BA"
"latino","inc200225",0,"woman","single","BA"
"other","inc200225",0,"woman","single","BA"
"white","inc200225",0,"man","singlewithDependent","BA"
"black","inc200225",0,"man","singlewithDependent","BA"
"latino","inc200225",0,"man","singlewithDependent","BA"
"other","inc200225",0,"man","singlewithDependent","BA"
"white","inc200225",0,"woman","singlewithDependent","BA"
"black","inc200225",0,"woman","singlewithDependent","BA"
"latino","inc200225",0,"woman","singlewithDependent","BA"
"other","inc200225",0,"woman","singlewithDependent","BA"
"white","inc200225",2,"man","Couple","BA"
"black","inc200225",0,"man","Couple","BA"
"latino","inc200225",0,"man","Couple","BA"
"other","inc200225",0,"man","Couple","BA"
"white","inc200225",2,"woman","Couple","BA"
"black","inc200225",0,"woman","Couple","BA"
"latino","inc200225",0,"woman","Couple","BA"
"other","inc200225",0,"woman","Couple","BA"
"white","inc200225",0,"man","single","grad"
"black","inc200225",1,"man","single","grad"
"latino","inc200225",0,"man","single","grad"
"other","inc200225",0,"man","single","grad"
"white","inc200225",0,"woman","single","grad"
"black","inc200225",1,"woman","single","grad"
"latino","inc200225",0,"woman","single","grad"
"other","inc200225",0,"woman","single","grad"
"white","inc200225",0,"man","singlewithDependent","grad"
"black","inc200225",0,"man","singlewithDependent","grad"
"latino","inc200225",0,"man","singlewithDependent","grad"
"other","inc200225",0,"man","singlewithDependent","grad"
"white","inc200225",0,"woman","singlewithDependent","grad"
"black","inc200225",0,"woman","singlewithDependent","grad"
"latino","inc200225",0,"woman","singlewithDependent","grad"
"other","inc200225",0,"woman","singlewithDependent","grad"
"white","inc200225",0,"man","Couple","grad"
"black","inc200225",0,"man","Couple","grad"
"latino","inc200225",0,"man","Couple","grad"
"other","inc200225",0,"man","Couple","grad"
"white","inc200225",1,"woman","Couple","grad"
"black","inc200225",0,"woman","Couple","grad"
"latino","inc200225",0,"woman","Couple","grad"
"other","inc200225",0,"woman","Couple","grad"
"white","inc225250",0,"man","single","noHS"
"black","inc225250",0,"man","single","noHS"
"latino","inc225250",0,"man","single","noHS"
"other","inc225250",0,"man","single","noHS"
"white","inc225250",0,"woman","single","noHS"
"black","inc225250",0,"woman","single","noHS"
"latino","inc225250",0,"woman","single","noHS"
"other","inc225250",0,"woman","single","noHS"
"white","inc225250",0,"man","singlewithDependent","noHS"
"black","inc225250",0,"man","singlewithDependent","noHS"
"latino","inc225250",0,"man","singlewithDependent","noHS"
"other","inc225250",0,"man","singlewithDependent","noHS"
"white","inc225250",0,"woman","singlewithDependent","noHS"
"black","inc225250",0,"woman","singlewithDependent","noHS"
"latino","inc225250",0,"woman","singlewithDependent","noHS"
"other","inc225250",0,"woman","singlewithDependent","noHS"
"white","inc225250",0,"man","Couple","noHS"
"black","inc225250",0,"man","Couple","noHS"
"latino","inc225250",0,"man","Couple","noHS"
"other","inc225250",0,"man","Couple","noHS"
"white","inc225250",0,"woman","Couple","noHS"
"black","inc225250",0,"woman","Couple","noHS"
"latino","inc225250",0,"woman","Couple","noHS"
"other","inc225250",0,"woman","Couple","noHS"
"white","inc225250",0,"man","single","HS"
"black","inc225250",0,"man","single","HS"
"latino","inc225250",0,"man","single","HS"
"other","inc225250",0,"man","single","HS"
"white","inc225250",0,"woman","single","HS"
"black","inc225250",0,"woman","single","HS"
"latino","inc225250",0,"woman","single","HS"
"other","inc225250",0,"woman","single","HS"
"white","inc225250",0,"man","singlewithDependent","HS"
"black","inc225250",0,"man","singlewithDependent","HS"
"latino","inc225250",0,"man","singlewithDependent","HS"
"other","inc225250",0,"man","singlewithDependent","HS"
"white","inc225250",0,"woman","singlewithDependent","HS"
"black","inc225250",0,"woman","singlewithDependent","HS"
"latino","inc225250",0,"woman","singlewithDependent","HS"
"other","inc225250",0,"woman","singlewithDependent","HS"
"white","inc225250",0,"man","Couple","HS"
"black","inc225250",0,"man","Couple","HS"
"latino","inc225250",0,"man","Couple","HS"
"other","inc225250",0,"man","Couple","HS"
"white","inc225250",0,"woman","Couple","HS"
"black","inc225250",0,"woman","Couple","HS"
"latino","inc225250",0,"woman","Couple","HS"
"other","inc225250",0,"woman","Couple","HS"
"white","inc225250",0,"man","single","someCollege"
"black","inc225250",0,"man","single","someCollege"
"latino","inc225250",0,"man","single","someCollege"
"other","inc225250",0,"man","single","someCollege"
"white","inc225250",0,"woman","single","someCollege"
"black","inc225250",0,"woman","single","someCollege"
"latino","inc225250",0,"woman","single","someCollege"
"other","inc225250",0,"woman","single","someCollege"
