race,gender,familyType,education,income,icon
black,woman,Couple,someCollege,inc325350,0
latino,woman,Couple,someCollege,inc325350,0
other,woman,Couple,someCollege,inc325350,0
white,woman,Couple,BA,inc325350,0
black,woman,Couple,BA,inc325350,0
latino,woman,Couple,BA,inc325350,0
other,woman,Couple,BA,inc325350,0
white,woman,Couple,grad,inc325350,0
black,woman,Couple,grad,inc325350,0
latino,woman,Couple,grad,inc325350,0
other,woman,Couple,grad,inc325350,0
white,man,single,noHS,inc350375,0
black,man,single,noHS,inc350375,0
latino,man,single,noHS,inc350375,0
other,man,single,noHS,inc350375,0
white,man,single,HS,inc350375,0
black,man,single,HS,inc350375,0
latino,man,single,HS,inc350375,0
other,man,single,HS,inc350375,0
white,man,single,someCollege,inc350375,0
black,man,single,someCollege,inc350375,0
latino,man,single,someCollege,inc350375,0
other,man,single,someCollege,inc350375,0
white,man,single,BA,inc350375,0
black,man,single,BA,inc350375,0
latino,man,single,BA,inc350375,0
other,man,single,BA,inc350375,0
white,man,single,grad,inc350375,0
black,man,single,grad,inc350375,0
latino,man,single,grad,inc350375,0
other,man,single,grad,inc350375,0
white,man,singleWDependent,noHS,inc350375,0
black,man,singleWDependent,noHS,inc350375,0
latino,man,singleWDependent,noHS,inc350375,0
other,man,singleWDependent,noHS,inc350375,0
white,man,singleWDependent,HS,inc350375,0
black,man,singleWDependent,HS,inc350375,0
latino,man,singleWDependent,HS,inc350375,0
other,man,singleWDependent,HS,inc350375,0
white,man,singleWDependent,someCollege,inc350375,0
black,man,singleWDependent,someCollege,inc350375,0
latino,man,singleWDependent,someCollege,inc350375,0
other,man,singleWDependent,someCollege,inc350375,0
white,man,singleWDependent,BA,inc350375,0
black,man,singleWDependent,BA,inc350375,0
latino,man,singleWDependent,BA,inc350375,0
other,man,singleWDependent,BA,inc350375,0
white,man,singleWDependent,grad,inc350375,0
black,man,singleWDependent,grad,inc350375,0
latino,man,singleWDependent,grad,inc350375,0
other,man,singleWDependent,grad,inc350375,0
white,man,Couple,noHS,inc350375,0
black,man,Couple,noHS,inc350375,0
latino,man,Couple,noHS,inc350375,0
other,man,Couple,noHS,inc350375,0
white,man,Couple,HS,inc350375,0
black,man,Couple,HS,inc350375,0
latino,man,Couple,HS,inc350375,0
other,man,Couple,HS,inc350375,0
white,man,Couple,someCollege,inc350375,1
black,man,Couple,someCollege,inc350375,0
latino,man,Couple,someCollege,inc350375,0
other,man,Couple,someCollege,inc350375,0
white,man,Couple,BA,inc350375,0
black,man,Couple,BA,inc350375,0
latino,man,Couple,BA,inc350375,0
other,man,Couple,BA,inc350375,0
white,man,Couple,grad,inc350375,0
black,man,Couple,grad,inc350375,0
latino,man,Couple,grad,inc350375,0
other,man,Couple,grad,inc350375,0
white,woman,single,noHS,inc350375,0
black,woman,single,noHS,inc350375,0
latino,woman,single,noHS,inc350375,0
other,woman,single,noHS,inc350375,0
white,woman,single,HS,inc350375,0
black,woman,single,HS,inc350375,0
latino,woman,single,HS,inc350375,0
other,woman,single,HS,inc350375,0
white,woman,single,someCollege,inc350375,0
black,woman,single,someCollege,inc350375,0
latino,woman,single,someCollege,inc350375,0
other,woman,single,someCollege,inc350375,0
white,woman,single,BA,inc350375,0
black,woman,single,BA,inc350375,0
latino,woman,single,BA,inc350375,0
other,woman,single,BA,inc350375,0
white,woman,single,grad,inc350375,0
black,woman,single,grad,inc350375,0
latino,woman,single,grad,inc350375,0
other,woman,single,grad,inc350375,0
white,woman,singleWDependent,noHS,inc350375,0
black,woman,singleWDependent,noHS,inc350375,0
latino,woman,singleWDependent,noHS,inc350375,0
other,woman,singleWDependent,noHS,inc350375,0
white,woman,singleWDependent,HS,inc350375,0
black,woman,singleWDependent,HS,inc350375,0
latino,woman,singleWDependent,HS,inc350375,0
other,woman,singleWDependent,HS,inc350375,0
white,woman,singleWDependent,someCollege,inc350375,0
black,woman,singleWDependent,someCollege,inc350375,0
latino,woman,singleWDependent,someCollege,inc350375,0
other,woman,singleWDependent,someCollege,inc350375,0
white,woman,singleWDependent,BA,inc350375,0
black,woman,singleWDependent,BA,inc350375,0
latino,woman,singleWDependent,BA,inc350375,0
other,woman,singleWDependent,BA,inc350375,0
white,woman,singleWDependent,grad,inc350375,0
black,woman,singleWDependent,grad,inc350375,0
latino,woman,singleWDependent,grad,inc350375,0
other,woman,singleWDependent,grad,inc350375,0
white,woman,Couple,noHS,inc350375,0
black,woman,Couple,noHS,inc350375,0
latino,woman,Couple,noHS,inc350375,0
other,woman,Couple,noHS,inc350375,0
white,woman,Couple,HS,inc350375,0
black,woman,Couple,HS,inc350375,0
latino,woman,Couple,HS,inc350375,0
other,woman,Couple,HS,inc350375,0
white,woman,Couple,someCollege,inc350375,0
black,woman,Couple,someCollege,inc350375,0
latino,woman,Couple,someCollege,inc350375,0
other,woman,Couple,someCollege,inc350375,0
white,woman,Couple,BA,inc350375,0
black,woman,Couple,BA,inc350375,0
latino,woman,Couple,BA,inc350375,0
other,woman,Couple,BA,inc350375,0
white,woman,Couple,grad,inc350375,1
black,woman,Couple,grad,inc350375,0
latino,woman,Couple,grad,inc350375,0
other,woman,Couple,grad,inc350375,0
white,man,single,noHS,inc375400,0
black,man,single,noHS,inc375400,0
latino,man,single,noHS,inc375400,0
other,man,single,noHS,inc375400,0
white,man,single,HS,inc375400,0
black,man,single,HS,inc375400,0
latino,man,single,HS,inc375400,0
other,man,single,HS,inc375400,0
white,man,single,someCollege,inc375400,0
black,man,single,someCollege,inc375400,0
latino,man,single,someCollege,inc375400,0
other,man,single,someCollege,inc375400,0
white,man,single,BA,inc375400,0
black,man,single,BA,inc375400,0
latino,man,single,BA,inc375400,0
other,man,single,BA,inc375400,0
white,man,single,grad,inc375400,0
black,man,single,grad,inc375400,0
latino,man,single,grad,inc375400,0
other,man,single,grad,inc375400,0
white,man,singleWDependent,noHS,inc375400,0
black,man,singleWDependent,noHS,inc375400,0
latino,man,singleWDependent,noHS,inc375400,0
other,man,singleWDependent,noHS,inc375400,0
white,man,singleWDependent,HS,inc375400,0
black,man,singleWDependent,HS,inc375400,0
latino,man,singleWDependent,HS,inc375400,0
other,man,singleWDependent,HS,inc375400,0
white,man,singleWDependent,someCollege,inc375400,0
black,man,singleWDependent,someCollege,inc375400,0
latino,man,singleWDependent,someCollege,inc375400,0
other,man,singleWDependent,someCollege,inc375400,0
white,man,singleWDependent,BA,inc375400,0
black,man,singleWDependent,BA,inc375400,0
latino,man,singleWDependent,BA,inc375400,0
other,man,singleWDependent,BA,inc375400,0
white,man,singleWDependent,grad,inc375400,0
black,man,singleWDependent,grad,inc375400,0
latino,man,singleWDependent,grad,inc375400,0
other,man,singleWDependent,grad,inc375400,0
white,man,Couple,noHS,inc375400,0
black,man,Couple,noHS,inc375400,0
latino,man,Couple,noHS,inc375400,0
other,man,Couple,noHS,inc375400,0
white,man,Couple,HS,inc375400,0
black,man,Couple,HS,inc375400,0
latino,man,Couple,HS,inc375400,0
other,man,Couple,HS,inc375400,0
white,man,Couple,someCollege,inc375400,0
black,man,Couple,someCollege,inc375400,0
latino,man,Couple,someCollege,inc375400,0
other,man,Couple,someCollege,inc375400,0
white,man,Couple,BA,inc375400,0
black,man,Couple,BA,inc375400,0
latino,man,Couple,BA,inc375400,0
other,man,Couple,BA,inc375400,0
white,man,Couple,grad,inc375400,1
black,man,Couple,grad,inc375400,0
latino,man,Couple,grad,inc375400,0
other,man,Couple,grad,inc375400,0
white,woman,single,noHS,inc375400,0
black,woman,single,noHS,inc375400,0
latino,woman,single,noHS,inc375400,0
other,woman,single,noHS,inc375400,0
white,woman,single,HS,inc375400,0
black,woman,single,HS,inc375400,0
latino,woman,single,HS,inc375400,0
other,woman,single,HS,inc375400,0
white,woman,single,someCollege,inc375400,0
black,woman,single,someCollege,inc375400,0
latino,woman,single,someCollege,inc375400,0
other,woman,single,someCollege,inc375400,0
white,woman,single,BA,inc375400,0
black,woman,single,BA,inc375400,0
latino,woman,single,BA,inc375400,0
other,woman,single,BA,inc375400,0
white,woman,single,grad,inc375400,0
black,woman,single,grad,inc375400,0
latino,woman,single,grad,inc375400,0
other,woman,single,grad,inc375400,0
white,woman,singleWDependent,noHS,inc375400,0
black,woman,singleWDependent,noHS,inc375400,0
latino,woman,singleWDependent,noHS,inc375400,0
other,woman,singleWDependent,noHS,inc375400,0
white,woman,singleWDependent,HS,inc375400,0
black,woman,singleWDependent,HS,inc375400,0
latino,woman,singleWDependent,HS,inc375400,0
other,woman,singleWDependent,HS,inc375400,0
white,woman,singleWDependent,someCollege,inc375400,0
black,woman,singleWDependent,someCollege,inc375400,0
latino,woman,singleWDependent,someCollege,inc375400,0
other,woman,singleWDependent,someCollege,inc375400,0
white,woman,singleWDependent,BA,inc375400,0
black,woman,singleWDependent,BA,inc375400,0
latino,woman,singleWDependent,BA,inc375400,0
other,woman,singleWDependent,BA,inc375400,0
white,woman,singleWDependent,grad,inc375400,0
black,woman,singleWDependent,grad,inc375400,0
latino,woman,singleWDependent,grad,inc375400,0
other,woman,singleWDependent,grad,inc375400,0
white,woman,Couple,noHS,inc375400,0
black,woman,Couple,noHS,inc375400,0
latino,woman,Couple,noHS,inc375400,0
other,woman,Couple,noHS,inc375400,0
white,woman,Couple,HS,inc375400,0
black,woman,Couple,HS,inc375400,0
latino,woman,Couple,HS,inc375400,0
other,woman,Couple,HS,inc375400,0
white,woman,Couple,someCollege,inc375400,0
black,woman,Couple,someCollege,inc375400,0
latino,woman,Couple,someCollege,inc375400,0
other,woman,Couple,someCollege,inc375400,0
white,woman,Couple,BA,inc375400,0
black,woman,Couple,BA,inc375400,0
latino,woman,Couple,BA,inc375400,0
other,woman,Couple,BA,inc375400,0
white,woman,Couple,grad,inc375400,1
black,woman,Couple,grad,inc375400,0
latino,woman,Couple,grad,inc375400,0
other,woman,Couple,grad,inc375400,0
white,man,single,noHS,inc400+,0
black,man,single,noHS,inc400+,0
latino,man,single,noHS,inc400+,0
other,man,single,noHS,inc400+,0
white,man,single,HS,inc400+,0
black,man,single,HS,inc400+,0
latino,man,single,HS,inc400+,0
other,man,single,HS,inc400+,0
white,man,single,someCollege,inc400+,0
black,man,single,someCollege,inc400+,0
latino,man,single,someCollege,inc400+,0
other,man,single,someCollege,inc400+,0
white,man,single,BA,inc400+,0
black,man,single,BA,inc400+,0
latino,man,single,BA,inc400+,0
other,man,single,BA,inc400+,0
white,man,single,grad,inc400+,0
black,man,single,grad,inc400+,0
latino,man,single,grad,inc400+,0
other,man,single,grad,inc400+,0
white,man,singleWDependent,noHS,inc400+,0
black,man,singleWDependent,noHS,inc400+,0
latino,man,singleWDependent,noHS,inc400+,0
other,man,singleWDependent,noHS,inc400+,0
white,man,singleWDependent,HS,inc400+,0
black,man,singleWDependent,HS,inc400+,0
latino,man,singleWDependent,HS,inc400+,0
other,man,singleWDependent,HS,inc400+,0
white,man,singleWDependent,someCollege,inc400+,0
black,man,singleWDependent,someCollege,inc400+,0
latino,man,singleWDependent,someCollege,inc400+,0
other,man,singleWDependent,someCollege,inc400+,0
white,man,singleWDependent,BA,inc400+,0
black,man,singleWDependent,BA,inc400+,0
latino,man,singleWDependent,BA,inc400+,0
other,man,singleWDependent,BA,inc400+,0
white,man,singleWDependent,grad,inc400+,1
black,man,singleWDependent,grad,inc400+,0
latino,man,singleWDependent,grad,inc400+,0
other,man,singleWDependent,grad,inc400+,0
white,man,Couple,noHS,inc400+,0
black,man,Couple,noHS,inc400+,0
latino,man,Couple,noHS,inc400+,0
other,man,Couple,noHS,inc400+,0
white,man,Couple,HS,inc400+,0
black,man,Couple,HS,inc400+,0
latino,man,Couple,HS,inc400+,0
other,man,Couple,HS,inc400+,0
white,man,Couple,someCollege,inc400+,0
black,man,Couple,someCollege,inc400+,0
latino,man,Couple,someCollege,inc400+,0
other,man,Couple,someCollege,inc400+,0
white,man,Couple,BA,inc400+,2
black,man,Couple,BA,inc400+,0
latino,man,Couple,BA,inc400+,0
other,man,Couple,BA,inc400+,0
white,man,Couple,grad,inc400+,1
black,man,Couple,grad,inc400+,0
latino,man,Couple,grad,inc400+,0
other,man,Couple,grad,inc400+,1
white,woman,single,noHS,inc400+,0
black,woman,single,noHS,inc400+,0
latino,woman,single,noHS,inc400+,0
other,woman,single,noHS,inc400+,0
white,woman,single,HS,inc400+,0
black,woman,single,HS,inc400+,0
latino,woman,single,HS,inc400+,0
other,woman,single,HS,inc400+,0
white,woman,single,someCollege,inc400+,0
black,woman,single,someCollege,inc400+,0
latino,woman,single,someCollege,inc400+,0
other,woman,single,someCollege,inc400+,0
white,woman,single,BA,inc400+,0
black,woman,single,BA,inc400+,0
latino,woman,single,BA,inc400+,0
other,woman,single,BA,inc400+,0
white,woman,single,grad,inc400+,0
black,woman,single,grad,inc400+,0
latino,woman,single,grad,inc400+,0
other,woman,single,grad,inc400+,0
white,woman,singleWDependent,noHS,inc400+,0
black,woman,singleWDependent,noHS,inc400+,0
latino,woman,singleWDependent,noHS,inc400+,0
other,woman,singleWDependent,noHS,inc400+,0
white,woman,singleWDependent,HS,inc400+,0
black,woman,singleWDependent,HS,inc400+,0
latino,woman,singleWDependent,HS,inc400+,0
other,woman,singleWDependent,HS,inc400+,0
white,woman,singleWDependent,someCollege,inc400+,0
black,woman,singleWDependent,someCollege,inc400+,0
latino,woman,singleWDependent,someCollege,inc400+,0
other,woman,singleWDependent,someCollege,inc400+,0
white,woman,singleWDependent,BA,inc400+,0
black,woman,singleWDependent,BA,inc400+,0
latino,woman,singleWDependent,BA,inc400+,0
other,woman,singleWDependent,BA,inc400+,0
white,woman,singleWDependent,grad,inc400+,0
black,woman,singleWDependent,grad,inc400+,0
latino,woman,singleWDependent,grad,inc400+,0
other,woman,singleWDependent,grad,inc400+,0
white,woman,Couple,noHS,inc400+,0
black,woman,Couple,noHS,inc400+,0
latino,woman,Couple,noHS,inc400+,0
other,woman,Couple,noHS,inc400+,0
white,woman,Couple,HS,inc400+,1
black,woman,Couple,HS,inc400+,0
latino,woman,Couple,HS,inc400+,0
other,woman,Couple,HS,inc400+,0
white,woman,Couple,someCollege,inc400+,1
black,woman,Couple,someCollege,inc400+,0
latino,woman,Couple,someCollege,inc400+,0
other,woman,Couple,someCollege,inc400+,0
white,woman,Couple,BA,inc400+,1
black,woman,Couple,BA,inc400+,0
latino,woman,Couple,BA,inc400+,0
other,woman,Couple,BA,inc400+,0
white,woman,Couple,grad,inc400+,0
black,woman,Couple,grad,inc400+,0
latino,woman,Couple,grad,inc400+,0
other,woman,Couple,grad,inc400+,1
